word,count
ค่าว,26030
พอนเรือ,2
ปรัศว์,145
มีหน้า,200159
ขัด,696544
ไทวะ,51
เทียบเท่า,127179
บุพกรรม,1723
สูงศักดิ์,5578
การขี่,10007
อลหม่าน,4025
ดูงาน,87465
ตรวจราชการ,19901
ชุมทางรถไฟ,225
เพตร,1001
ของสงฆ์,4401
ดาระ,3260
โตน,97322
อายุวัฒนะ,4040
สำนักงานสภาความมั่นคงแห่งชาติ,654
ยืดหยุ่น,330552
บีต้าบล็อคเกอร์,0
เบิ้ม,7456
ความโอบอ้อมอารี,781
นิติวิทยา,15286
ตาดำ,7100
ครีมล้างหน้า,371
ภควัมปติ,45
ไบโอเทค,4598
กระทงนา,107
ผู้ให้คำปรึกษา,2557
กระลี,13
ความชอบพอ,1190
การวางแผน,416844
อลงการ,120
คำสาป,19825
ปากคลอง,12001
รายทาง,4197
เผลอเรอ,168
เจ้าแม่,40807
โคโลราโด,5338
ชิ้นส่วน,251412
พริกแกว,5
ภาษากลาง,1351
ร้องทุกข์,33617
ศิลปศาสตรมหาบัณฑิต,3855
พุ่มม่าย,31
สันหลังยาว,183
เครื่องปฏิกรณ์ปรมาณู,126
ที่พัก,1264127
ไข่เต่า,1332
แข็งใจ,511
โป,13786471
ขยายเสียง,10757
ชานเมือง,16040
ไก่แก่แม่ปลาช่อน,59
แบ่งสรร,2379
ตกหลุมพราง,2220
เล็บควาย,2
ออกโขน,11
อัษฎ,5944
กระยาบวช,41
ขับไม้บัณเฑาะว์,17
จระบี,3
กลาก,17791
ปา,3567208
มอคา,9164
โต๊ะกินข้าว,6763
มีศักดิ์ศรี,3420
กอดคอกันตาย,15
แมวขโมย,218
เปรื่องปราด,49
เพรือง,12
ษัณ,104
อจิร,1227
ถมอ,182460
สผ.,9741
วาสะ,1307
รุหะ,12
อธิกวาร,159
ขั้นอันตราย,207
คุง,15870
ปริยานุช,329
คันธกุฎี,361
ละเลียบ,107
อิ่มแปร้,169
กะหน็องกะแหน็ง,8
เลดี้,15607
กล่าวย้ำ,2425
เพลิดเพลิน,1058153
กะปริดกะปรอย,381
สมาชิกวุฒิสภา,10329
การส่าย,745
ข้ามพรมแดน,12497
นอกเรื่อง,3726
ซินิเพล็กซ์,40
สลาตัน,2447
ไปรษณีย์ภัณฑ์,55
หมุด,99142
กิกะไบต์,2255
เร่งวันเร่งคืน,22
จิตตวิสุทธิ,96
ชัลลุกา,3
เอแคป,26
ลาพัก,63423
หยาดฝน,3256
คาสิโอ,3396
กานพลู,3118
อาจริย,1354
ถั่วเน่า,2059
เมื่อ,8207779
หุงข้าวประชดหมา,12
อ้าย,46622
สามเวท,126
พร่ำบ่น,557
นรสีห์,143
สะเงาะสะแงะ,11
สี,18519019
กลยุทธ์เชิงรุก,780
ถุงลม,19299
สถาปัตยเรขา,1
เป็นที่เปิดเผย,484
เตแอฟเอิง,2
ตรอม,7394
บัพพาชน์,0
ทยา,5169827
ชีวิตวิถีใหม่,2028
เล่าเรื่อง,153623
อุกคลุก,2
อดโซ,1458
เกลือจิ้มเกลือ,77
ฟีเวอร์,6972
ชีวงคต,9
ข้อกฎหมาย,18224
ลูกสวาท,54
ปัจเจกโพธิ,152
อโศก,71695
ผ,88158728
กระฉ่อน,2518
ภรรยา,179474
ประแจ,33143
ลูกเทนนิส,1233
ผังเมือง,26628
ขึ้นต้น,14569
ชัค,5333
ที่แท้,180000
หน่อไม้,31016
สุครีพ,431
มะแม,3858
กระจกหน้ารถ,1967
คอพอก,576
เป็นสุข,34525
ดล,7905695
ที่ต่ำ,85674
ไม้หลักปักขี้ควาย,5
ผลพลอยได้,5995
ภาษาคำโดด,29
สาธุ,37818
พฤติการณ์,11692
งาน,31896647
ปฏิสัมพันธ์,50935
มาลัย,95784
บอกต่อ,70002
ไฟสัญญาณจราจร,201
นอกขอบเขต,1026
การสลัก,2692
วีร,174301
เดิมที,107507
เสนะ,2240
ฮึ,20535
ช่องไฟ,1128
อะลุ้มอล่วย,157
นับว่า,194141
เจ่อ,624
ช้างประสานงา,22
เรียวไผ่,48
เยี่ยมไข้,3222
น้ำเหลืองน้ำตาล,0
สมเด็จพระกนิษฐาธิราชเจ้า กรมสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี,19380
พ.ร.ฎ.,1767
ความรู้สึกเขื่อง,3
วัดรอยเท้า,125
ส.ค.,378162
ปราณี,26242
เสียงอุทาน,203
หม้อแกงลิง,540
ริกๆ,142
การระมัดระวัง,3036
ไตรกลีเซอไรด์,4077
ภุมระ,8
โยธวาทิต,2530
ทัฬหี,32
อำนวย,1021622
แนวไพร,95
ปวท.,1641
ปัทม์,2088
เมื่อคราว,2331
น้ำบ่อน้อย,23
มะขามแขก,893
ไมตรีจิต,4172
วิทยาทาน,2157
รื้อแต่หลังคาเขา หลังคาเราไม่รื้อ,2
วิภาวดี-รังสิต,1698
สิกขมานา,413
รอดพ้น,13699
ทำนา,297289
แรงผลัก,24761
แล่นขวางลม,1
หวุม,1
รู้ชั้นเชิง,31
สบายอารมณ์,1586
ทองเผือก,101
สเต็มเซลล์,7560
สเตชั่น,22258
พลาดนัด,382
กงฉาก,10
กล้องดูดาว,523
เวิลด์ไวด์เว็บ,1238
โวกเวกโวยวาย,14
เสือดำ,4318
ผู้แข่งขัน,5032
ตาเจ้าชู้,97
ชุมพล,17186
หนักไม่เอา เบาไม่สู้,51
กังวาน,6586
ทองคำบริสุทธิ์,1557
กำเลา,23
เปิดบัญชี,220521
ผู้รอดชีวิต,8195
ปัชตุน,8
แฟ้มเอกสาร,2344
กระลาศรี,1
กอดจูบ,1919
ขีดเส้นตาย,897
เข้าพุง,19
งานเลี้ยงรับรอง,2056
ละครโทรทัศน์,8260
เหี้ยม,17842
อักษรสาสน์,22
ความเพียรพยายาม,2042
บีบรัด,2976
หญิงหากิน,121
แชมเปี้ยนส์,58228
อลังการศาสตร์,10
เดินเหิน,739
โคม่า,3768
ภาว,900539
พรวน,8484
สภาจาร,56
ผ้าชุบอาบ,11
ละม้าย,2734
เทียมหน้า,116
เสื้อแขนกุด,2770
อะดินอยด์,171
ซุส,16092
ชื่อตัว,17488
เหลียว,14123
ความราบ,7260
มีระดับ,153637
สุมทรสาคร,141
หัวป่า,926
ความหนักหน่วง,556
ทางเศรษฐกิจ,151358
ยวดยาน,1224
กระวนกระวาย,4773
ฆ้องกระแต,16
คีรีบูน,593
เงี้ยวรำลึก,6
ทศกัณฐ์,2117
เร่ขาย,3704
อัธยาตมวิทยา,18
การประณาม,626
บมจ.,54746
ราชยาน,812
เมื่อปีกลาย,333
ประสบปัญหา,65414
กองเรือ,5767
สถาบันการเมือง,928
ยี่,3120671
รู้กันอยู่ในที,7
ต่ำสุด,167471
ใคร,3177231
มทนียะ,8
ซัดยา,62
หมดเวรหมดกรรม,151
แล็บ,21259
ตรีทศ,1015
ลิงอุรังอุตัง,572
ผ่อน,1468919
โลก,5412138
บักอาน,1
ยวบ,243624
ย้อนยอก,40
ถอยหน้าถอยหลัง,28
ใบสุทธิ,11802
เท่าๆกับ,1009
เสียกิริยา,50
ดีไม่ดี,4425
โองการ,20259
ส่งกลับ,17976
นิทร,166054
หมวด,1606592
แบ็คทีเรีย,298
เข็ม,358873
อักษรศาสตรดุษฎีบัณฑิต,97
ตังเก,1494
เป็นที่ต้องการ,35204
เย้าหยอก,203
คณะลูกขุน,1336
รัชโยธิน,16739
ละรี,79380
ยับยง,25
กุโนกามอ,4
อนธ,110229
ประพาต,3
ผู้เฒ่าผู้แก่,2497
การหด,11265
วัยเด็กเล็ก,290
ฝ่ายรัฐบาล,3622
ทำบุญทำทาน,2102
ตรุย,116
ยานนาวา,47141
วิชาประวัติศาสตร์,3561
กระช่าง,6
ปรัศนา,10
ภพ,182883
รวัลพินดี,4
ปุพพะภัททะ,1
วิปักษ์,7
กลิ้งกลอก,100
คนสูงอายุ,2227
กระโดนดิน,18
เพราะพริ้ง,1487
กรมวิทยาศาสตร์บริการ,3209
กระสัน,2956
ฝ่ายค้าน,24928
ศรวิษฐา,12
เข้าตาร้าย,9
ลีด,50512
วิจิน,613
ขี้,350718
อ๊วก,559
อวดภูมิ,70
ปรัศนี,1592
น่าประหลาด,14512
ปิยังคุ,4
เรือนฝากระดาน,42
สายงาน,82503
ศึกษานิเทศก์,8427
ความรู้สึกผิดชอบชั่วดี,366
ขลุ่ยนก,12
คุยหประเทศ,8
ต้นฉบับ,157310
พรวงเพรียง,0
ห้วใจ,51
อุปโหลก,40
ถวายพระพร,36285
เนติบัณฑิตยสภา,1478
ลูกโม่,981
การประปาส่วนภูมิภาค,4174
วางมือ,9157
ตีตลาด,5330
ไขว่คว้า,5829
เชฟ,138360
ทวีปยุโรป,12499
ความโน้มถ่วง,671
ฟ้าลั่น,1737
คะแนนเฉลี่ย,80730
ตรีสมอ,168
กล้องปริทรรศน์,34
คับแคบแอบใจ,1
ฝนแสนห่า,250
มหาอุปราช,2068
ศูนย์ถ่วง,2445
อิมมูโน,992
ร้อนจี๋,155
คณะวารสารศาสตร์,2311
นับคะแนน,9924
พลการ,3143
ทองหยอด,2073
การเร้า,392
ไกลโข,185
กระพัดแม่ม่าย,1
ลายเฉลว,23
ความเต็ม,14914
หาม,229911
หนักท้อง,417
ฉงชิ่ง,14266
ถาง,54341
หิมวัต,69
ปาลี,10124
เบย์,41741
ยาตรา,5601
จันทน์ลีลา,120
ปลาเค็ม,5385
ทาลัสซีเมีย,180
ลายเส้น,43426
กลันทก์,1
เพนียด,903
ตรีเพชรพวง,1
ความลังเล,5087
เตหะราน,4057
หมายปอง,4984
สนามฟุตบอล,14896
ผ้าบังสุกุล,1004
ฉันทาคติ,207
กาบบัว,364
อังสกุฏ,6
เปิ๊บ,369
วัชรินทร์,4791
ความแน่ใจ,18771
คำพ้องความหมาย,1006
อรุ,210684
พรอด ๆ,0
สระคราญ,4
นายอากร,392
แมลงทับเล็ก,2
แก๊ก,4129
ภูมิหลัง,14779
การวิพากษ์,6398
หวาด,43566
อภัยภูเบศร์,279
ฮิวมัส,540
คนละที,2378
ฝอยทอง,5183
กระฉีก,156
วังหลัง,6393
สินค้าฟุ่มเฟือย,1435
อาฏานา,347
กากขยาก,2
ท้อแท้,10799
สงวนปากสงวนคำ,12
เปรี้ยวจี๊ด,3774
เสริมส่ง,776
อณุ,3196
มัสหมั่น,68
ความนับถือ,8048
ฉีด,692187
เซ่น,53401
ตาง,81504
แบบพิมพ์,6989
ประติชญา,7
วิปัสสนายานิก,39
ฐาปน,6015
ความเก่งกาจ,5166
ธูปะเตมีย์,1177
เนื้อเพลง,62039
ปริ๊นเซส,4749
พระราชพงศาวดาร,2798
แย้งกันอยู่ในตัว,25
โทหฬะ,1
เสน่ห์หา,571
อกร่อง,1584
เสฉวน,12144
ซูเล,5858
การซักรีด,13571
ปรับตัว,242977
เพคะ,1799
กรรปุระ,3
กะตัก,717
ระโงก,551
ลุ่มน้ำ,34862
โยเกิร์ท,16
น่าตื่นตาตื่นใจ,56674
ก่ออิฐเปลือย,5
ปหังสะ,1
โลกหน้า,2449
เข้าผี,529
แป้นพิมพ์,22406
มะลิอ่อง,379
ภาษาเยอรมัน,96900
ส่งดอก,6570
ว่านกีบแรด,54
ปวารณา,4481
พอก,78422
เมืองหลวง,73377
เทคโนโลยีชีวภาพ,16282
เลิศเลอ,1659
เส้นสัมผัส,517
น้ำเย็นปลาตาย,24
เข้าหมิ้น,3
กงกอน,8
ปรานีตีเอาเรือ,2
โรงนา,2566
เผอิญ,2970
ลอยบาป,177
โหลงเหลง,35
สนิทใจ,1863
ไม้ดำไม้แดง,5
สันเทส,3
ฮีโร่,104338
ดัดนิสัย,689
ผู้มีส่วนร่วม,8246
รับสภาพ,38284
วงศาคณาญาติ,1177
คาวเลือด,685
พอเลี้ยงปากเลี้ยงท้อง,29
ชาน,226363
ประการ,542127
แชมพู,64211
ยา,26570677
เวิ้ง,3365
หิวจัด,377
ลิ้นมังกร,1593
ภาษี,926662
ทองนอก,902
เอลลอดจ์,0
ห้างร้าน,10923
ไม่วาย,4851
ประจ๋อประแจ๋,30
ตรีกูฏ,19
เป็นโพรง,1311
ปัจฉิมภาค,74
ตาขาว,4137
อินเทล,8863
พึงสังเกต,694
แสดงนัย,343
ระกา,4093702
บรรทัดฐาน,11626
ฝืดคอ,266
พริ้มพราย,106
ทวิตียา,5
บาซาร์,5045
ศรีษะ,18301
ศัตรูพืช,30162
เอาใจเขามาใส่ใจเรา,1005
คดีความ,18025
รัษฎา,23782
เจียน,34887
บาดเจ็บสาหัส,9219
ติดสนม,4
เลือดบวก,113
ชาดหรคุณ,11
ยุหงิด,1
สิบตรี,3579
ชายหนุ่ม,65101
เน้นย้ำ,78497
ฟีนิกซ์,13801
รับผิด,717247
สักยะ,64
ราชการประจำ,10214
ความเค็ม,7798
ถ่อไม่ถึงน้ำ,0
จรรโลงใจ,685
ยิหวา,1116
จัมบก,3
เข่ง,12711
กระมุท,56
ผันผยอง,21
แฝงเร้น,599
วรกาย,3106
มาลัยชำร่วย,31
ข้าวมัน,13452
คลินิก,304411
เภกะ,67
เม็ดพระศก,197
รังงอบ,6
ก่อกวน,12716
คนใจดี,2952
ศิต,6183
ไม้ประดับ,20139
ด้วยเหตุที่,3595
เด่าๆ,1
วันเข้าพรรษา,17803
ข้างตะเภา,13
ข้าวยากหมากแพง,1024
สุธาสินี,2579
ขี้ข้าม้าครอก,2
ถเมินไพร,1
ธรรมสากัจฉา,32
การสมาคม,15000
อ้ายเข้,81
ตรวจวัด,62716
เทวา,25514
อาสิน,1659
รัตนาธิเบศร์,31485
หน้าหัก,373
หัวแร้ง,1711
พืชชั้นต่ำ,61
สิบเบี้ยใกล้มือ,39
ระบอบ,38089
เตย,213698
ชีวิตคู่,23409
ประติญาณ,1
บท,16078377
หมอดู,62904
ความตกลง,12840
ราศีสิงห์,9267
ปัจจันตประเทศ,460
เหลือคณา,687
ไหว้พระ,58655
ร้อนรน,2531
จาเมกา,5551
กัดเซาะ,9254
ยากแค้น,1535
ระร่อน,11
เครื่องช่วยฟ้ง,3
เส้นประ,33678
เรือน,574457
เปตา,1769
กล้าไม้,7910
จงดู,1456
สุ,28849813
เข้าปิ้ง,68
มีความรู้สึก,50879
ลูกเต้าเล้าอ่อน,2
ตากสิน,47567
พิสุทธิ์,8652
ปัดรังควาน,188
ขี้ม้า,1952
จักขุทวาร,163
นิมนต์,14954
บัวสายติ่ง,1
ลำเวียง,2
แผนกผู้ป่วยหนัก,741
จ่อ,68077
ริอ่าน,284
ตันตระ,3563
นิเทศ,151240
กวนเมือง,253
สุริยยาตร,1494
กาแล็กซี,8764
เป่านกหวีด,1371
สรวลสันหรรษา,4
ราชการ,970429
เหล็กไหล,4130
กะเลียว,4
มืดตึดตื๋อ,13
บอกเล่า,65341
ภาสา,3231
เมืองสวรรค์,1964
โมกข์,11962
ดอกไม้เจ้า,481
ยิกๆ,5032
สำเร็จ,1599210
ศูทร,503
เอฟทีเอ,1579
ข้าวสามเดือน,4
ไม้งามกระรอกเจาะ,6
ละโบม,31
อัจกลับ,40
กิจจานุกิจ,298
ขาขวิด,93
พรรคไทยธรรม,28
อ่อนต่อโลก,623
ถามค้าน,1354
ผีเสื้อน้ำ,203
หน้าซื่อใจคด,565
ข้าราชการประจำ,2368
จองตั๋ว,98601
ธราดล,850
บรัสเซลส์,6003
มัทยะ,3
คาธอลิค,385
สักครู่,40586
ขอให้,406904
เขตอุตสาหกรรมทั่วไป,1359
โสด,128910
เกิดขึ้น,1305250
ตะกาง,154
กะโรกะเร,2
ควายเหล็ก,223
คานหาม,2100
ทีมงาน,1468917
กะกัง,25
ตะโล๊ะสุหลง,0
เนวิน,4467
อาครหายณี,8
อาร์เซน่อล,54619
อ้างอิง,502585
แบกภาระ,2178
ทางนู้น,239
อจินไตย,847
ไม่เชิง,2897
คัมภีร์ไบเบิล,1514
ปรีดี,39457
กรมประชาสัมพันธ์,10720
เซนต์,110056
โกลง,115
คอม,2465043
สัยน์,27
บัลเลท์,37
ลูกค้าประจำ,20793
การันต์,1420
อาหารสำเร็จรูป,8261
ภูบดี,204
บ้าลำโพง,12
นครศรีธรรมราช,175456
ข้าวเสียแม่ซื้อ,0
หมากผาง,121
เอ็คโค,289
กระบกคาย,3
ผลร้าย,7590
บอดี้,65535
กำเลาะ,13
ป่องร่า,2
พนาเวศ,284
คำขวัญ,16656
ไผ่ผัง,2
ทาริกา,1129
ขมิ้น,35760
นิวยอร์ค,7526
โชว์ไทม์,223
พื้นโลก,3147
สลัดผลไม้,944
คอหยัก ๆ สักแต่ว่าคน,1
หม้อดิน,3224
อุแว้,260
ซ่อนคม,478
แปลงผัก,4427
มีสมาธิ,30330
ควาชิวากอร์,1
การศึกษา,2761832
กะพริบ,8914
ตลกคะนอง,35
ชรอุ่ม,14
เต็มตา,13604
ไภริน,12
โรแมนซ์,6409
กระทู้,1212642
นักษัตรโยค,28
สุรสีห์,2494
กระทืบธรณี,1
นายธนาคาร,5506
อ่อนหัด,1148
ท่องหนังสือ,190
เบนโตะ,3371
วิหาร,174941
ทิ้งลูกมะพร้าว,0
หวือหวา,7533
คล่องแคล่ว,18906
อวบน้ำ,2818
ทุรพล,331
สมองทึบ,88
อาจจะ,1472169
รุกฆาต,1723
ปากแตร,987
ขี้ริ้ว,1621
การปรนเปรอ,247
ติตถ,1190
เขียนจดหมาย,7907
ผู้จัดการ,353628
โพแทช,355
ขาดสภาพคล่อง,2825
เลือกเฟ้น,10645
ไล่ตะเพิด,427
กากณึก,10
รำพัน,3066
ซด,332045
คอตก,1728
มีชาติมีสกุล,6
อุบล,315339
ราชานุญาต,3685
ตอนปลาย,33168
วิโรจน์,18388
พรรคประชานิยม,141
อังการา,1893
คอนราด,2428
แม่พระธรณี,416
ทองพลุ,298
ลูกทัวร์,1475
ใจไม่ดี,1559
โซม,28079
เดินผ่าน,25278
ปริจาริกา,74
พิกเซล,67259
ความโหด,7809
กิจการ,600387
ชุมชนแออัด,2937
นักแซ้ง,14
การทอ,28269
เพื่อให้,2603904
ขึ้นโรงขึ้นศาล,642
ถ่อมตัว,2254
โยกโคลง,43
กะเบ้อ,10
ออร์แกเนลล์,183
บุษปราค,1
แปรกบัง,3
ตะไบ,6756
ระทึง,41
ทรอมโบน,1021
กรีดน้ำตา,11
เสนีย์,5025
ไทยซูก้า,1
คราบ,145669
เหียงกราด,2
ตำหนิติเตียน,933
เต้าฮวย,1486
สนิทสนม,15563
กะลา,23229
ซิลิกา,6818
พลพาย,329
จีวร,23191
มุนิ,2904
เคลือบฟัน,4594
คลายเครียด,26821
โพลีพลัส,313
การสำรวจประชามติ,21
ต้อกระจก,8739
ดรรชนี,2858
บทามพุช,1
ผ่านฟ้า,1283
เร่งรีบ,28287
ลูกประดู่,165
ครั้งหนึ่ง,62013
ข้าวมันปู,139
สัมมาสมาธิ,2408
ปุดใบลาย,1
กำลังช้างเผือก,35
เลือดล้างหน้า,480
วรางคณา,2341
เพนนิซซิลลิน,1
เบลเยี่ยม,16240
มือเติบ,555
ยกพวก,4586
ไถกลบ,1847
พยุหร,10
หน่วยความจำ,66770
คณะกรรมาธิการ,34731
ขยำ,12407
ชะแวง,4
องศา,408206
การเกาะ,6878
ปุ๋ยธรรมชาติ,1012
กาแฟใบใหญ่,7
กองฟอน,89
ประชาสัมพันธ์,692485
รถไฟลอยฟ้า,190
ไว้เนื้อเชื่อใจ,10025
สยามคราฟต์,2
ถ่านไฟแช็ก,6
บาลานซ์,14228
โมฆกรรม,31
สกฏภาระ,2
แว่บ ๆ,509
พอหอมปากหอมคอ,996
ยุบยอบ,6
ทุกที,814670
สิ่งสุดวิสัย,6
เหม่,16591
ฟ้อน,15481
นายท่า,7357
อะซีติก,811
คาบ,289494
คำรับสารภาพ,1037
จ่อคิว,2161
ทุส,6719
สะตอเบา,20
ความประหม่า,776
จะกูด,5
ผลสัมฤทธิ์,31012
ยูโรเปียน,2310
ของไหว้,5571
เรือแฝด,31
ฉันทะ,7459
หวย,3291151
อมิโลส,223
โคร่ง,10007
ที่บูชา,2963
การรู้จำ,2141
ตราแดง,65
ดังจริง,484
ตจ,1324439
มโนสาเร่,289
จำทับ,8
ลัทธิเผด็จการ,99
ดำนาณ,2
เพื่อน ๆ,81102
แนบอก,490
วินตกะ,9
อุ้มเหม้าประชาสรรค์,0
สิ้นเปลือง,44198
ปฏิฆะ,807
เป็นแดน,2216
เปือก,277
มรรคา,3443
นอนนก,393
ติดกัน,51733
ซ่ง,23672
ปลายจมูก,9573
รื้อ,320992
รู้สึกนึกคิด,5093
วืด,2996
สก็อตเทป,346
หูลี่,136
ช้อยส์,13011
ปัดเกล้า,1
พาสเทล,20700
ยูฟ่า,542911
ทุกปี,91809
ต่ำ,3762089
ขลวน,5
ห้องใต้หลังคา,2136
โกฐจุฬาลัมพา,347
จำแทง,19
โรคขาดสารอาหาร,373
เสมอสอง,156
หัวแม่เท้า,930
พาหุรัด,6099
ปละ,14382
หลายหลาก,3979
ซอฟท์บอล,2221
ยิว,36506
หัวเลี้ยว,1799
การลวก,724
นานๆ,70523
การเซ้าซี้,11
ดัมเบลล์,645
โยงโย่,24
ถังน้ำ,35281
บาธรรม,1160
ดิก,192312
โคบอลต์,15506
สุนัขจิ้งจอก,4264
กรรม-กรณ์,0
เข้าสู่,2961636
ตระกล,695
เห็นหน้าเห็นหลัง,30
อาสน์สงฆ์,152
ดีเยี่ยม,463914
ไฮโซ,24857
สรรเสริญพระจันทร์,3
กำลังกาย,319278
กระจกตา,11226
ไซด์ไลน์,22575
แมลงภู่,10902
สะทน,11
เอส,837895
ธูปแพเทียนแพ,8
ปลาหมึกยักษ์,1657
ข้าวมิ่น,0
ยมก,334576
พาร์ก,8776
มั่กๆ,1250
ระเบียง,113503
สรลิด,2
เรือจ้าง,824
อัสดร,1020
แอโนด,1389
ภราดรภาพ,1631
นีรนาท,134
ปูเสฉวน,474
ชำเราะ,2
สหการ,2162
เบนกาซี,183
ท้ายที่สุด,74857
ซากปรักหักพัง,5517
ขีปนาวุธนำวิถี,182
ภีรุกชาติ,15
ทำเล่นๆ,475
ศรีริต้า,2693
หนืด,23208
ตะโกก,133
กินบนเรือนขี้บนหลังคา,14
อิหม่าม,4948
ลงแดง,738
อ้างคำพูด,463
ผู้ลงนาม,2964
เบตาดีน,423
กปณ,436
อาเมน,4077
ตั้งถิ่นฐาน,10473
เข้าไส้,697
น้ำชุบ,1860
เสมอ,1555935
ทริทร,32
ออกซุ้ม,86
เก็บตุน,92
เต็มทน,883
เพณี,210670
เม้าเค้า,1
หมากมาศ,6
มาคสิร,15
แค่นไค้,5
ชะอม,8713
อีแต๋น,654
สารบาญ,951
ธำมรงค์,774
นู๋,10336
ช่วงต้น,55154
หนองหาน,4688
เดือนคู่,103
หมอก,121937
บุญหนักศักดิ์ใหญ่,60
สินบน,18233
กลองแขก,199
ราชูปถัมภ์,30054
ลูกไล่,302
คุรุวาร,11
ฮาเนดะ,5327
เครื่องทองทิศ,3
จิ๋ว,77871
ชาวป่า,725
นักวิเคราะห์,60977
ฟ่อน,4738
โละ,5908
การประนีประนอม,2768
ทำลายสถิติ,12403
ผู้แปล,11403
วยากรณ์,26977
ความเป็นมงคล,2657
นิสสัน,59409
เก็งกำไร,29760
เกียน,3851
ผู้สั่ง,6074
โยเย,434
กระตูบ,26
เขากวาง,1945
ดวลแข้ง,2752
ปล่อยอารมณ์,3182
กระบูน,45
หุบปาก,1803
จุลอุปรากร,10
เท่าเทียมกัน,37246
โคมไฟ,189241
สิเนหก,2
ขจาย,1001
จ.ม.,285
แบลคเมล์,79
ทับสะแก,4316
ชลดา,3887
หงส์แดง,31870
รบ.,46064
แบน,315180
อจระ,974
ป่านนี้,3986
ถมปรักมาศ,2
เรื่องขบขัน,189
จับโปง,39
จุดหักเห,518
หายเข้ากลีบเมฆ,302
ข้อกังขา,10855
ทวิช,25292
ล่วงแป,2
โกโนเรีย,100
รถราง,12565
นัวเนีย,5563
บ่ม,46366
กุมภัณฑยักษ์,2
ระเบิดไฮโดรเจน,110
กาลัญญู,29
สาวอ,170664
อารมณ์,577921
กลอนเพลงยาว,94
ก่อไฟ,1433
ใดๆ,708497
อิฐผล,56
ชี้นิ้ว,3651
โกลเด้นท์,360
ลีดส์,17994
เท่อ,2680
ลูกมะนาว,2111
คลายใจ,715
สงครามโลกครั้งที่หนึ่ง,1330
หมาหริ่ง,194
การได้เปรียบ,4270
เสือในร่างสมัน,2
แสดงออก,105170
ลูกเรือ,16085
ถาน,4222627
จังหัน,604
ท้องกาง,110
บัลกาเรีย,756
อรหัตผล,1211
ปากหวานก้นเปรี้ยว,51
อาซาฮีชิมบุง,2
กำมะถัน,6757
ผู้ลงรับเลือกตั้ง,2
บริเฉจ,3
คิวเทน,1307
นาคี,5228
บ่นงึมงำ,131
สรรหา,74197
ความกระชับ,12551
เครื่องเครา,848
ชักใย,1257
ดอกสร้อย,988
ซ่องแซ่ง,3
ปลงช้าง,4
ที่เชื่อถือได้,362296
มพบ.,516
โฮ่ง ๆ,17
โชติรส,796
ดริฟต์,986
ตรวด,7078
ความเลวทราม,170
อนุคามิก,5
จังหวะ,624357
เปา,95731
รึปล่าว,5753
ศนิวาร,46
พาหะ,12379
ไฮเดรนเยีย,4704
อาบน้ำอาบท่า,427
ผู้เข้ารับการอบรม,6817
ปัญจาบี,63
ยูเรนัส,2589
สะดวกสบาย,1409222
มหาดไทย,90517
จดๆ จ้องๆ,91
ขวดโหล,3913
การควบคุมดูแล,7391
คนใต้,3494
คำพยากรณ์,10095
โหมหัก,17
บรา,2504960
ให้ท้าย,1124
ไกลาส,23
กบทูด,28
หลังเขา,4793
อดไม่ไหว,1032
ต้นเงิน,3240
จ่อคอหอย,67
การทำลายล้าง,5250
ปวดอุจจาระ,203
หน่วยคำ,726
กรีดเลือด,157
สินค้าขาออก,506
ยมุนา,392
ธงเยาวราชน้อย,6
ลาภผล,2227
เลี้ยงไม่รู้จักโต,2
หมูหริ่ง,206
สุวรรณกัญจน์ถอบ,0
แชงมา,53
ยิ้มแย้มแจ่มใส,3273
ไรน้ำ,976
ฮานามิ,1174
ค่าคงที่,5763
ดำรงชีพ,7445
หม่น,126965
ลองใจ,1613
อีเต้อ,87
การต่อย,25170
เปรมปรา,108
มาณพ,15938
เด็ดดอกไม่ไว้ขั้ว,4
บรรเทือง,13
หินขัด,5453
โอเปก,2123
กรมชล,18635
เครื่องทองน้อย,496
เป็นกรด,24873
มาราฐี,283
ขรัวยาย,24
ฝาน,9984
เปื่อย,24738
คล้อย,36162
มือขวา,10881
กระปรี้กระเปร่า,8425
เยียวยา,58236
หิต,171779
รีดเอาทรัพย์,120
สุขสม,12595
ไหล่ทาง,4087
ธงเยาวราชใหญ่,8
ตะแกรง,101086
ปากอ่าว,1819
ภุมรา,159
พืชผักสวนครัว,3971
คาโรลินเจียน,3
อรุ่ม,153
ฮ่อยจ๊อ,341
แถวๆ,9192
ใจป้ำ,3679
นอภ.,668
ปากกาหมึกแห้ง,331
แลบ,112663
ไม่เอาการเอางาน,75
ชอม,1697
พนาธวา,1
สำนักงานคดีเยาวชนและครอบครัว,3
กระนก,26
ยาขยัน,21
รันทด,2181
ตาหลิ่ง,5
เป๋ง,852
ยี่สุ่น,476
เกาลัด,6549
หนีร้อนมาพึ่งเย็น,85
ติดต่อ,4139635
ดูแคลน,2453
วัวพันหลัก,38
โป๊ะแตก,2567
แมงคา,93
วุ้น,60808
โบก,40186
ประพนธ์,1040
นิวส์วัน,178
พิณพาทย์เครื่องคู่,0
แว้ว,2919
ปั่นด้าย,743
ขางดัง,2
ถือโทษ,515
สิบห้า,11042
ทองทศ,61
แหม็บ,71
ระเบิดขวด,307
ราโชปโภค,4
